0,1,2,3,4,idx,SampleID,Class
8.073839597010842,-1.87488363412779,2.1391933067644984,15.931743659938359,4.801596920556987,31,Area: 77_2nd_extr_After-10_20201022_FS_Disc_Pos_01.raw (F77),After
-3.114969591769182,-10.589051822051484,6.575064271424752,1.2329544015565037,2.3467095139259806,32,Area: 03_2nd_extr_Before-6_20201022_FS_Disc_Pos_01.raw (F2),Before
-3.7369052566053904,-12.097556119246477,6.772630511709463,2.0115249732089397,4.366677321728464,33,Area: 07_1st_extr_Before-10_Extract20200917_FS_Disc_Pos_01.raw (F6),Before
-3.6457616767434846,-9.940477421844228,9.740488305618907,-0.5219175174394888,-0.5503486459038975,34,Area: 09_2nd_extr_Before-14_20201022_FS_Disc_Pos_01.raw (F8),Before
-3.0602722096830193,-10.28000184168836,6.099724855282684,8.696709850724961,-6.408597001183033,35,Area: 13_2nd_extr_Before-4_20201022_FS_Disc_Pos_01.raw (F12),Before
-4.3758437222775495,-9.39082366518226,6.5488552834425375,0.08318826015596104,6.704990994123666,36,Area: 15_2nd_extr_Before-19_20201022_FS_Disc_Pos_01.raw (F14),Before
-2.301815849106157,-11.164197052260539,7.394482085100554,6.998725261859946,-0.46801281471097056,37,Area: 21_1st_extr_Before-9_Extract20200917_FS_Disc_Pos_01.raw (F20),Before
-2.6982616383706963,-9.814288579768013,6.782859644310261,4.869034382412513,-1.9466214963653883,38,Area: 22_2nd_extr_Before-2_20201022_FS_Disc_Pos_01.raw (F21),Before
-3.8362586031687917,-10.415283402554216,6.007045881504045,-0.4599583167306305,5.691915428251241,39,Area: 23_1st_extr_Before-4_Extract20200917_FS_Disc_Pos_01.raw (F22),Before
-3.1241079889693175,-9.72833032993469,7.69024779553052,7.509584563271723,0.8750430723245586,40,Area: 25_1st_extr_Before-7_Extract20200917_FS_Disc_Pos_01.raw (F24),Before
-4.121548980081515,-9.684403149861167,8.343277680428644,4.133290260739607,2.901099107699718,41,Area: 26_2nd_extr_Before-7_20201022_FS_Disc_Pos_01.raw (F25),Before
-2.1514631677324636,-9.42102282648618,7.405850770250767,2.482705522560061,5.329216681152494,42,Area: 27_2nd_extr_Before-8_20201022_FS_Disc_Pos_01.raw (F26),Before
-3.966427986091034,-10.113010782037287,7.0657899712683045,3.153235712829676,3.2835019925583433,43,Area: 28_2nd_extr_Before-5_20201022_FS_Disc_Pos_01.raw (F27),Before
-4.180735398495914,-10.395841293648537,7.611350854262836,13.48808334771497,6.095027903655332,44,Area: 32_1st_extr_Before-2_Extract20200917_FS_Disc_Pos_01.raw (F31),Before
-3.298625688353944,-10.435866869995841,8.223386909132575,2.395512924737325,1.0445027159558127,45,Area: 33_1st_extr_Before-3_Extract20200917_FS_Disc_Pos_01.raw (F32),Before
-4.148395221706431,-8.71543005109443,5.872309154812899,-4.831807703109015,-3.4174720226710864,46,Area: 35_2nd_extr_Before-1_20201022_FS_Disc_Pos_01.raw (F34),Before
-2.09725389895757,-9.566666523418027,6.923327215526632,6.809507156171973,8.455755752870779,47,Area: 36_2nd_extr_Before-11_20201022_FS_Disc_Pos_01.raw (F35),Before
-2.35016411245429,-11.454115475855154,5.237264253797658,3.65003493925113,9.233052023624687,48,Area: 37_2nd_extr_Before-13_20201022_FS_Disc_Pos_01.raw (F37),Before
-1.9853827436937352,-9.403781129775044,5.350867345754644,12.148881859975633,3.549582333662113,49,Area: 39_1st_extr_Before-6_Extract20200917_FS_Disc_Pos_01.raw (F39),Before
-2.16035396800874,-9.388897756229431,7.216301849446087,-3.749092753142981,-1.2974266851209055,50,Area: 42_1st_extr_Before-8_Extract20200917_FS_Disc_Pos_01.raw (F42),Before
-2.8024833809700094,-12.124014790465166,7.341693049630183,3.380779964758215,9.55347250638877,51,Area: 43_2nd_extr_Before-20_20201022_FS_Disc_Pos_01.raw (F43),Before
-4.018731808275572,-9.921666770529223,8.89359283599528,4.097474904402541,6.662682858984381,52,Area: 44_2nd_extr_Before-21_20201022_FS_Disc_Pos_01.raw (F44),Before
-3.304679216093306,-10.57760272352247,7.3128386611681355,-4.023273359607673,-9.20367024620488,53,Area: 46_1st_extr_Before-1_Extract20200917_FS_Disc_Pos_01.raw (F46),Before
-1.6071615575519496,-7.7074414846784824,5.422133524106033,6.45923890588046,6.129114404543003,54,Area: 48_1st_extr_Before-5_Extract20200917_FS_Disc_Pos_01.raw (F48),Before
-4.669720706908255,-11.545684158889124,6.372465100119137,-1.1374274386541607,2.0099666814722226,55,Area: 53_2nd_extr_Before-10_20201022_FS_Disc_Pos_01.raw (F53),Before
-1.964524583410536,-10.569124488640744,8.306491189734473,6.863398090363848,8.290007668901085,56,Area: 55_2nd_extr_Before-18_20201022_FS_Disc_Pos_01.raw (F55),Before
-4.894092197788662,-11.176284172219672,9.148621100943835,4.337797204611316,4.392097343963787,57,Area: 58_2nd_extr_Before-3_20201022_FS_Disc_Pos_01.raw (F58),Before
-3.2350096416407124,-11.350176476515479,5.8637850300269205,-3.0774344263052775,0.5749645495093376,58,Area: 60_2nd_extr_Before-9_20201022_FS_Disc_Pos_01.raw (F60),Before
-3.579901337016893,-9.955055664918785,7.68829214932793,-1.2395025516828042,1.7495034818626214,59,Area: 66_2nd_extr_Before-12_20201022_FS_Disc_Pos_01.raw (F66),Before
-3.559609034677747,-8.416086753884649,6.905531519734658,3.790147070051308,3.187476972943769,60,Area: 67_2nd_extr_Before-17_20201022_FS_Disc_Pos_01.raw (F67),Before
-2.744906405204901,-10.921903402270349,6.236753536939104,3.5178642402858067,1.1350322553578138,61,Area: 68_2nd_extr_Before-15_20201022_FS_Disc_Pos_01.raw (F68),Before
-3.244461500062008,-8.14516756691088,7.6709834776409895,-5.541532749306789,5.924063399241763,62,Area: 71_2nd_extr_Before-16_20201022_FS_Disc_Pos_01.raw (F71),Before
4.425718965899441,-5.2647619483028665,3.4980233908086724,3.8487320518244013,4.5996229237704265,65,Area: 02_Pooled_QC1_20201022_FS_Disc_Pos_01.raw (F1),QC
3.0319614305883325,-5.496612136465851,2.485683127655981,4.1293771056086275,3.0829597511486133,66,Area: 11_Pooled_QC1_20201022_FS_Disc_Pos_02.raw (F10),QC
3.3706551579066306,-5.801735427681705,2.4365408092761394,4.1905394785688035,3.6871929153230893,67,Area: 20_Pooled_QC1_20201022_FS_Disc_Pos_03.raw (F19),QC
4.320170512518777,-5.762974053181154,2.5061246120874543,4.717199415661934,3.2958131666879016,68,Area: 29_Pooled_QC1_20201022_FS_Disc_Pos_04.raw (F28),QC
4.660899025856581,-4.676482680082473,3.47397836133942,3.8813649455278476,3.303210404543895,69,Area: 38_Pooled_QC1_20201022_FS_Disc_Pos_05.raw (F38),QC
4.626474495736824,-4.4897456433123955,3.0993991269209245,4.9369067141765575,3.9481779530726464,70,Area: 47_Pooled_QC1_20201022_FS_Disc_Pos_06.raw (F47),QC
3.9960879866639,-4.886282806259895,3.0708145513920426,3.660587137242334,3.5790483984115524,71,Area: 56_Pooled_QC1_20201022_FS_Disc_Pos_07.raw (F56),QC
4.379326279435703,-4.514621691028455,3.9430801374496602,4.489946057770998,4.606072450450034,72,Area: 65_Pooled_QC1_20201022_FS_Disc_Pos_08.raw (F65),QC
4.15192959633829,-4.946466671017915,2.4181356525324516,4.682363707145701,4.052777673055902,73,Area: 74_Pooled_QC1_20201022_FS_Disc_Pos_09.raw (F74),QC
3.662005072790457,-4.300526177558235,3.2028848016842697,3.8363380003129794,3.5912192604610906,74,Area: 79_Pooled_QC1_20201022_FS_Disc_Pos_10.raw (F79),QC
